시스템검색 솔까 저건 모델빨이고 차라리 이름아 넌 귀여움으로 밀고나가  안꾸미는것보다 꾸미면 반이라도 감 약간 그건 괜춘 그 뭐냐 두상 이쁜 이쁜이들이 나 두상 별로임 바버샵 가서 하는 머리 이마랑 뒤통수에 보형물 박아야됨,귀여움으로 밀고 나가고 안 꾸미는 것보다 꾸미면 반이라도 간다고 했다
나 오늘 꿈꿨는데 무슨 꿈이었니 고래 나오는 꿈 꿨어  갑자기 고래 나온거야 꿈에서 바다에 갔는데 빠진거야 근데 바닷물이 투명하고 예뻐서 오 거기서 고래가 나온거야 응 되게 평화로운 꿈이었음 ,투명하고 예쁜 바다에서 고래가 나오는 평화로운 꿈을 꾸었다
켜놓고 침대 오바  아냐 나 썽실한 학생이야 침대 가면 이제 잔다 백퍼 어제 몇시에 잤길래 2시쯤 설마 수업이 9시에 시작함 응응  개피곤할만할듯,성실한 학생이니 수업을 켜놓고 침대에 가지는 않겠지만 어제 2시에 잤고 수업은 9시에 시작해서 매우 피곤하다
낼도8시30분이지 알았오 웅웅 내일아침엔 내가 꼭 전화해야지  알쏘 어여자  이름도 잘때 톡 남겨둘께 이름이 자소서 하고있오 넹,자기 전에 톡을 남길 것과 내일 아침 전화할 것에 대해 이야기한다
빨강색촌시러 시스템기타 이것안니야 그래 마미의 취향이 잇겟지 다음에사자 그래 알겠웈,빨간색 촌스럽다며 이건 아닌 것 같다는 데에 동의하며 엄마의 취향이 있을 거라며 다음에 사기로 한다
실은 물어보고싶었다 뭐를 너네 셋이 처음 만났을때도 이렇게 어색했니 아아 라고 근데 그거 물어보는순간 분위기 이상해질까봐 아 궁금한데 안물어봄 첨엔 어색하긴했는데 걍 뭐 나는 또 그 나머지 한명하고 친하니까,셋이 만났을 때에도 어색했는지 묻고 싶었다고 이야기한다
아 과외전까지 쪼까 잘까  나도 자고싶어 너무 졸림유 딱 한시간만 자고싶다 눈 아파 이따 공부할수있겠어 구냥 조금 자유 구러면 이름 과외 몇시 나 깨워줘 1시유,눈이 아파 잠깐 자려고 하니 깨워달라고 부탁하고 있다
아니에요 새벽에 몇시간자고 출근하더라구요 그러면 다음날이 많이 힘들어지겠네요 저도 수면제를 복용하시는분이 있었는데 그부분은 공감되네요 그래서 너무 달랐어요 아마 이런부분도 헤어진 이유가 될것 같아요 그게 제일 큰영향을 줄거같아요 잠자는거에 스트레스가 쌓일거 같아요 그건 안쓰럽네요 약으로 잠을 청한다는것이요 저는 잠을 설치면 다음날 멍하니 있거든요 맞아요 새벽에 응급실로 실려간적도 있었거든요,새벽에 잠을 제대로 자지 못해 수면제를 복용하는 사람을 안쓰럽다고 하며 공감을 해주자 응급실에로 실려간 적이 있다고 한다
뮤슨 연락이라도 오게찌 아 진짜 뭔가 확실하지 않아서 더 빡치네  마쟈 연락이 오면 엄마한테 말하게 응응 진짜 학교 빡쳐 헤에에에 몰라아 넘 낙담하지 말어,뭔가 확실하지 않아서 더 화나며 연락 오면 엄마에게 말한다고 한다
100장 보내줄게 그래그래 헐 백장 좋아 당장 보내 시스템사진 안농 나 내려쏘 아 진짜 이름 너무 귀여워 이름이두 엄청엄청 귀여워 너 정말 아주  망태기에 싸서 납치할거야  옙 하구 끌려가야겠다,100장의 사진들을 공유하며 서로 너무 귀엽다고 이야기한다
그러니까 18년도에 애기 가르칠때 일이거든 근데 당시에 내 담당 아이 중에 여증 신도의 아이가 있었단 말야 근데 왜 어린이집이나 유치원은 크리스마스 주가 되면 활동 별개로 짜서 하잖아 그치 그냥 이벤트지 근데 그때 크리스마스 주라서 애기들한테 크리스마스 관련된 이야기나누기를 했단 말야 근데 걔가 중간에 앉아있다가 갑자기 그런 말을 해 나는 여호와하나님 백성이라 크리스마스 안돼요 이러는데 그거 듣고 깜짝 놀랐어 아니대체애기들한테까지 뭔 짓이야,어린이집에서 가르치던 여호와의 증인 신도 아이가 크리스마스를 거부한 이야기를 하고 있다
그리고 요즘에는 이혼하면 서로 애 안댈고갈라하는듯 이해 안되네 새출발하려고 그러는듯 새출발평생안해도애는 데려가야지 그래서 내상식으론 이해안됨 그니까 오히려 이혼을 쉽게들하는듯 서로 애가져가려고 싸우지않으니 그냥 둘중에 능력되는사람이 키우는게 젤낫지 너무 애에 대한 애정이 없나봐 요즘사람들 모든 사람이 다 그런건 아닐거야,요즘 이혼하면 서로 아이를 안 데려가려 하고 상식선에서 이해가 안 되는데 둘 중 능력 되는 사람이 키우는 게 낫다
마쟈그리고 기타 무기력해짐 짱나 맞음 진짜 그래소 집밖에 무조건 나가야하는데 집밖에 나가면 또 다돈이야  맞다 밖에나가면 다돈이여 카페만가도 기본 34처넌 긍까 글고 어떤날은 진심 나가기도 싫음 진찌 거의 집에만 처박혀잇곸,집에만 있으면 무기력해져서 나가야 하는데 나가면 돈이 든다
파리에 가보고싶어 엄마 명품사러 크로와상과 버터발린 빵 먹으러 먹으러가는거야 그리고 아름다운 광경을 보러 예쁘겠네 그렇지  마음도 노곤노곤해질거야 노래까지 들으면 최고겠다,엄마에게 아름다운 광경도 보고 크루아상과 버터 발린 빵을 먹으러 파리에 가보고 싶다고 말한다
그냥 사진찍으면 생전 그런거 안하던놈이 한다고 기찬타고해 아니 뭔 머라함 사진도 내맘대로 내일 못찍게해,내일 사람들이 뭐라고  하던지 사진을 찍는다는 말을 하라고 한다
토요일에 이름 시골 다녀와서 데이트 하쟈 내 이름 오늘 운전하느라 넘넘 애쓰구 보러와주어 꼬마오요 토욜낭데이뚜 히히 아직 부족한 드라이버지만 이름와 예쁜 풍경도 보구 기분전환해서 뿌듯해요 이름는 베스트 드라이버라구 쪽 이름비게이션이 이름 곁에서 든든하게 함께해주어 그런구야아 헤헤 이름아 이름아 좋은꿈꿔요 사랑해 이름이 먼저 가오오 이름도 바로 따라가요오오,오늘의 데이트에 대해 서로 감사하며 잘 자라는 인사를 한다
완전 좋아했어 다행이야 아주 풀이죽어서 집에 가고 싶어했음 다행다행  이름 아주 신나있던데 아까 차에서 풀죽었다니 슬프네  발끝만 보고 걸었어 자전거라도 타자니까 안탄다고 근데 기차 간다니깐 가긴 감 아니  그런모습이 정말 어린이 답네 이모티콘,자전거라도 타자니까 안 탄다고 했고 기차 타는 모습이 어린이답다
와나틀다가음중봤는데 엑소미친거아니니 찬여리만좋아하는데와 다설렜네  왱 제복 막그런거입었는데 멋있더라히히 호에에 찬열이진짜인기많은것같애 머글들한테도잘생겼다는소리듣고 맞아 나도엑소겁나싫어했는데 찬열이얼굴인정 반했자나 그정도가,찬열만 좋아했는데 음악중심음중에 나온 엑소의 멤버들이 다 멋있었다
이름야 나 부탁점 햐도될까 텀블러를 부탁하고시퍼  뭔뎅 사진찍어서 보낼겡 웅 고맙이얀 시스템사진 요거 부탁해도되닁 웅 근데 나 낼까지 쉬어서 금욜날 사다줘도 되닝 옹옹 내가 받으로 갈겡,텀블러를 사달라고 부탁하고 있고 금요일에 사 준다고 하고 있다
너 태몽이 뭐엿어 난 복숭아꿈 엄마가 꿨대 진짜 맛있는 복숭아 따먹는 꿈 언니는 엥 내가 복수아였는데 아닌가 자두엿나 기억혼란오네 엄마가 돌려막기 한거여 설마 그럼 진짜 대박인데  머지 진짜  나중에 물어봐야겟다 그니까 이거 진상규명해야돼,자매가 태몽이 뭔지 이야기하면서 같은 태몽인 것을 알고 엄마가 돌려 막기를 한 것인지 진상 규명을 해야겠다고 한다
전 3번이상본게 해리포터 해리포터 진짜 좋아하네 로맨스는 그냥 그런데 하이틴은 진짜 좋아함 약간 코미디 요소 들어가있는 별개로 화이트칙스도 3번이상봄 어떤거있지 와일드차일드랑 플립 진짜 제가 좋아하는 하이틴 와일드차일드는 들어봤는데 재밌어욤,해리 포터와 화이트 칙스를 3번 이상 봤고 하이틴을 좋아하며 좋아하는 하이틴은 와일드 차일드와 플립이다
그니까 검지야 돈까스는 넵 알겟습니당 나 곧 끝나니까 좀있다가 다시 올게용 구래요옹 안뇨옹 이따 연락할게 언제에 음 모르겟는데 아마 버스탈때쯤일거같아용 우웅,버스 탈 때쯤에 연락하겠다
이름 너 이상해  니가 더 이상해 나지금 시스템사진 차와에서 이거 전후사진 찍어서 보내쥴라고햇는뎈미친 미친개웃기다  시스템사진 진짜 내가어이가없다  시간봐라 이름  앜 그와중에 졸 귀엽긴하다,전후 사진을 찍어서 보내주려고 했다며 사진을 보내주었는데 너무 웃기다고 즐거워했다
딸 생리대는필요하지않아 종류를얘기해 위스퍼 딴 것도 괜차나 시스템사진 이거야 암 거나 갠차나 생리대 화이트나 한방만 아니면 대,화이트나 한방 생리대만 아니면 위스퍼를 비롯한 다른 생리대여도 상관없다
와 나끝낫어 잼게놀아 다머거서 곧 갈고같애 이름 수고해쩡 카페안가 카페 안가 오늘은  왜안가지 집에갈때알려줘,재미있게 놀라고 하니 다 먹고 곧 갈 것 같다고 하고 집에 갈 때 알려 달라고 한다
오 이름 전도사님 목소리 처음들어보는거같넹 나도 다봑다 이름도사님 목소리 허스키엿내 나듀 첨들어봣어 구니깐요 허스키하셬 목소리 좋으시네 마쟝,전도사님 목소리를 처음 들어봤는데 허스키하고 좋다
어디야언능뛰어가 그래놓고 어제 집가서 비맞았다고 징징대니까 별로 안젖엌네 하고지너감 오마이갓 요즘비 안좋은비인데  악 속상해,비에 맞아 징징 대니 별로 안 젖었다고 말하며 지나간 사람 때문에 속상하다
네 해볼게요 일단 씻구   시간이 없다 천천히 하셔요 급할거 있나요 1시까지 경주가야되서리 12시에는 출발해야겠군요 하 이제 밥먹습니다,1시까지 경주에 가야 해서 시간이 없지만 일단 씻고 해보겠다고 한다
나는 드디어 내일 올라간다 두둥뚜 용돈 받아서 마음이 아주 든든해 웰컴서울 제2의고향  명절용돈은 꽁돈이라 기분개져아 그걸로 모할 계획이여 가을옷 사고시퍼요 근데 현실은 술값으로 다나가겠디  시험기간이니까 자제해야겠다  아니왜 어느새 시험기간이야 나만빼고 몰래 시험기간이야 연휴가 기니까 너무 금방 와버렸어,용돈 받고 서울로 올라가서 옷을 사고 싶은데 술값으로 나갈 것 같다
5시에 엄마 잔업 나가야돼 엥 왜 갑자기 응 전화와서 나오래 얼른와서 밥 먹고 아빠꺼 해놔 엄마가 해놔 또 밥 이상하게 되면 머라허지말고 쌀 씻어놨어 너먹으면 할테니까 밥통비워야지 짐감,5시에 엄마가 잔업을 가야 해서 밥 먹고 아빠 밥을 해두라 한다
근데이름아 가을이배에 혹이낫어 이거뭐지 바방 병원가야지 무조건 잘보니까 젖꼭지같기도해 근데 저렇게 빨갛게부었어 겨울이랑 싸워서 다쳣나  왜저래재는또 낼강장 가봐야겟다 속상해죽겟네 염증 같은건가 내말이 내일가야겟다 흑,가을이 배에 젖꼭지 같은 게 다쳤는지 빨갛게 부어 혹이 났는데 내일 당장 가 봐야겠다
난집고고 큰삼촌 외숙모네가야한다해서 집가서 엄마저녁차려줘야해 일하고나가겠군 느아이름는머해 나는쉬징 집도착 웅도착해서 엄마가배깍아달라해서 하나깍아줬어,집에 가서 엄마에게 저녁을 차려줘야 한다
앞머리 잘랐는데 망했더 시스템사진 도로 붙이고 싶네 헐 니가 잘랏낰 응 어제 또 그 트리트먼트로 염색했는데 오 잘되더나 두피에도 빨갛게 되서 미용실가기 민망한거야 헐 망함 근데 앞머리는 너무 자르고 싶고 그래서 잘랐는데 하하,어제 트리트먼트로 염색을 했는데 두피에도 빨갛게 되어서 미용실에 가기가 민망해서 앞머리를 직접 잘랐는데 망했따고 한다
인간관계에서 지칠 때가 요즘들어 부쩍 느는 거 같아 헉 왜 그걸 느껑 사람들 속에서 있을 때는 즐겁고 시간가는 줄 모르는데 나는 너랑 성격이 달라서 그런가   흐으음 역시 혼자만의 시간이 충전 직빵인 거 같아  언니는 그럴 수도 있겠다 대신에 언니는 사색을 잘 하자나 너는 아직 노는 게 제일 좋은 나이이고 ,인간관계에서 지칠 때가 많아서 혼자만의 시간을 통해 재충전을 한다
이름이 선물 몰래 올려놓고 왔지 아주 좋아하는군 고맙대 소리질러 나한테 절함  귀여워 오늘또 야무지게 끼고 나갔네 자기 전가지 그거 끼고 영상보더라 한번 무선의 맛을 느끼면 끊을 수 없어,선물 몰래 해주니깐 아주 좋아하고 잠자기 전까지 그거 끼고 영상을 본다고 한다
누가그렇게대충일하래 화상을 입어버렸지뭐야 눈물이 개쌔게 낫지뭐야 그래서 같이가자고 얼음맥주마셔야지 나술못먹어 손때문에 먹어야나아 치킨뜯어그롬,얼음 맥주 마시러 같이 가자고 했는데 손 때문에 술 못 먹는다고 했다
엄마 이름랑 통화중이야  체크카드번호 불러달래서 불러줬다 괜찮을지 모르겠넹 비번이랑 유효기간등은 안말햇으니까 괜차나 어 그래 엄마 자 졸고있다 할말있어서 부른건데 할말 까먹음,자녀가 엄마에게 엄마의 체크카드 번호를 지인에게 알려주었다고 말하고 있다
아근데 내가 바이탈 잴 기회가 없자너 웅웅 연습좀 하둘려고 너한테 할거야  애들오면 한명씩해바 아 저앗어,바이탈을 잴 기회가 없어서 연습을 해야 하는데 다른 사람들 오면 한 명씩 연습해 보라고 이야기한다
언니 절대 나쁜 사람아니야 그니까 그런 생각하지 말기  남들이 보는 나랑 또 내가 생각하는 나는 다를 수 있으니까뇨 신경써줘서 고마워 이름아 늘 고마워 아닙니다 당연한걸용 아휴 우리 이름이 있어서 언니가 참 행복하다 나두 언니가 있어서 행복행 말도 예쁘게 하네 이름이는 사실이니까용,언니가 있어서 행복하다고 해서 나도 행복하다고 했다
 내 립스틱 어디 갔지 딱 하나 있었는데 맥루비우 잃어부러어 맨날 가방에 굴러 다니다가 실종 그거 색 예뿐데 넌 머 잃어부림 난 맥칠리잉가 칠리 예부지 섹쉬하고,립스틱을 잃어버렸다고 얘기하고 있다
잘놀리는 남자를 좋아해 나를 놀리는 적당히 놀리면 괜찮은데 계속 놀리면 싫을것같아 그렇겠지 왜 언니는 놀리는 남자가 좋아 모르겠어 처음에는 웃기다가도 애정이 식으면 짜증 날 것 같기도 해 당연하지 연인사이라도 심하게 놀리면 안돼,언니는 적당히 잘 놀리는 남자를 좋아한다
이름는아직도 카톡을랑보는군 전화해볼까 눈치없이 나 눈치옶이 이름한테 이천감하고카톡함 둘이 북악산 갔는데   이름도 낌 셋이감,셋이 북한산에 갔는데 거기에서 빠진 사람에게 눈치 없이 이천 갔냐고 카톡으로 물어봤다
저언니몇살이지 91임 나이도 확실히 모르겠어서 만났을때 다시 확인햇다니까 아 언니 91이지 아 개터졋넼  아니 헐 근데 35이란 결혼 그러게 7살차이네 팀장 나이네 소름 그래서 뭐 시작할때도 힘들었다 결혼을 각오하고 햇다 어쩌구,언니와 결혼하시는 분과의 나이가 7살 차이난다
출력 부탁해요 귀찮게 하는구만 밥 맛있게 먹어요 오키 오늘은 마라탕 오호  출력완료 땡쓰,출력을 부탁하자 귀찮다고 하면서도 출력을 완료했다고 이야기한다
우리 이름는 먹고시픈거 이떠요 잇나요오 이번주는 이름의 날이야 느낌상 항사 이름의 날인거 같다구 아니댜뀨 이번주는 이름 단식으로 버텼으니 위로해줘야한다뀨 이름만 있음 만사 오케이 모르냐우 아주 좋습네다 그런자세 아줒 아요,이번 주는 단식으로 버텨서 위로해 줘야 한다며 먹고 싶은 거 사준다고 한다
원래 현실적으로 말하면 거기서 공부하다가 저녁에 뭐 간단한거 먹고 바람쐬고 저녁공부하고 집가는개 정석이지 글고 독서실 끊으면 살림을 차리게되잇으  정석인데 걸리는게 너무 많아 글치 우선 아침일찍나가서 하루죙일 잇다가 들간다는게 불가능,공부하다가 간단한 저녁을 먹고 바람 쐬고 공부하고 집 가는 게 정석인데 아침 일찍 나가서 하루 종일 있다가 들어간다는 게 불가능하다
이름은왜 연락이없냐 내가 저나함 해보려고 벌써 지쳐버림 하 정말 지친다 지쳐 방금 저나햇는대 어머님이 받앗는데 너무 지치고 이번에는 아무일도 없엇는데 갑자기 저러니깐 지언니도 이해 당연 못하고 어떻게 해야할지 모르겟대,친구의 어머님이 전화를 받으셨는데 아무 일이 없었는데도 저러니까 어떻게 해야 할지 모르겠다고 한다
고민이 많군 당신 그랫쬬  근디 지금은 갠차나 일을 휙휙 처리해 부러서 웅 다 결정 내려서 편한 걸지두 마자 그 전엔 낑낑 햇서용 글두 앉아서 오쪼지 하는 것보단 훅훅 정리해서 일처리 하는 게 마음은 쉬원혀,고민이 많다고 하니 그랬었지만 지금은 괜찮다며 이에 대해 이야기하고 있다
점심모먹지  다이어트 안 하냐 시스템사진 이렇게 안 가려고 지금이 더 낫다고 말한거 구라였음 헐 안 취햇네 기억력 뭐야 난 저 사진보단 지금이 나은데  어 안취했다니까 슬림하면 좋지,지금이 사진보다 더 나은데 슬림 하면 좋다
시스템사진 고양이는 아니지만 유기댕댕이 보세요 애기 신났는데요 털쪘어 근데 살도 쪘어 우리집 오고 15키로 넘게 찐듯 어쩐지 확대됨 살 아니고 털이거든요 아무튼 털,고양이는 아니지만 유기 댕댕이를 보라며 사진을 보내고 살쪘다는 말에 살이 아니라 털이라고 한다
이름이 집이니 아니 뛰쳐나왓어 어디로 스벅 지금도 마음은 괜찮아졌니 아니 넘 슬픈데 내가쓰레기다 내가헤어지자고해놓고 연락하고싶은거보면 아녀 다 그렇지 모,헤어지자고 했는데 연락하고 싶은 것 보니까 쓰레기라고 했다
나 그 작년 말에 미련 심했다 헸잖아 저 둘 계정 응 틈날때마다 보고 그만 후벼파 근데 요즘은 의식해서 안 보다가 의식도 안 돼서 차단해놓고 좀 봐볼게 검색하는 날만 2주에 한 번 정도,저 둘 예정을 틈날 때마다 봐서 차단해놓고 2주에 한 번 정도 보고 있다
다마샷다 잘했어 잘먹어야내가열심히갈지  갈면 귀찮지않아 힘들구   배불러 재미있어 우리공주들이억는데 공주랴,다 마셨다고 갈면 귀찮지 않냐고 했더니 공주들이 먹는데 재미있다고 했다
할머니가 젓국인가 그걸 끓였는데 따뜻한 젓갈냄새 엄청심해 아 진짜 너무짜증나 할머니방으로 피신하면 안대나 그거 냄새 진짜 괴로워  온집이 다그레 환풍기 틀구 해따 나도 냄새에 민감해서 이해해,할머니가 젓국을 끓이셨는데 냄새가 지독하다
그렇겠지 진짜머리아푸겟당 같이고민해보고 계속얘기해보자 어차피한번에뚝딱하고 명쾌한답이나오는문제도아닌것같어 웅 괜히지금마음만들뜬거같아 지금까지 너무너무잘해왔잔아,지금 마음만 들뜬 거 같아서 같이 고민해 보자고 한다
나 오늘 31일인줄 방금암 오늘 30일이다 내일이 31일 금요일임 헷갈리지 말렴 아는데 잘못말함 오늘 31일 인줄도 방금 알았다며,오늘이 31일 인줄 알았다고 했더니 내일이 31일이라고 해서 아는데 잘못 말 했다고 했다
예전에는 사슴벌레도 키웠지 후후  아 맞네  아 사슴벌레가 날라가서 사라져버렸지  오빠 그 때 겁나 슬퍼해자나 생각하니가 웃기네 ,오빠가 예전에 키운 사슴벌레가 날아가 사라져서 슬퍼했던 기억이 난다고 한다
헐편의점알바바꼈다 머라고 헐  애기 사라졌어 헐너무해 왜 그만뒀어 허 진짜 아수버 넘 아수버 안돼 애기야 가지마 언니들이랑 친해지지도 못했는데,편의점 아르바이트알바 하던 여자아이가 그만두어서 아쉬워한다
이름야 너이름이랑 단둘이 갈수잇어 무슨짓할줄알고  어쩔수없잖아 너가안가주는데 너 이름믿어 내가 이름한테 질까 응 헤헤 이름만믿어,친구들이 같이 안 가주니까 다른 사람이랑 갈 수밖에 없다고 하자 단둘이 갈 수 있을 만큼 그 사람을 믿을 수 있냐고 한다
33800원만꿔줘언니오면 바로줄게 긋고싶른데 통장에돈이없어현금이야 세일곧마감댐 35000보냄 땡큐땡튜 낼 바로 입금해줄겡 에휴 돈이나 뜯고 시스템사진 뭐,세일이 곧 마감이고 현금만 있고 통장에 돈이 없다고 하며 언니 오면 바로 줄 테니 33800원만 꿔달라고 했고 35000을 보내주니까 내일낼 바로 입금해 주겠다고 한다
우리 언니가 항상 말이 좀 뾰족하잖아 그렇지 이번에도 언니가 솔직히 먼저 말을 기분나쁘게했는데 지금 나한테만 그래서 내가 참다가 언니는 예민하고 남들말에 상처를 잘 받는거 치고는 말을 너무 기분나쁘게한다고했어 나는 그리고 같은 상황이면 그냥 아무말도 안한단말이야 응응 내가 왜 언니가 기분나쁘게 먼저 말하는건 생각못하냐 나도 참다참다 얘기를 한다는 뉘앙스로 말을했는데 몰라 그냥 또 내잘못이랴 답답해 죽어진따 그래서 그냥 앞으로 말 하지 말자고 했어 많이참았지 우리이름가  어쩌면 말 안하는게 더 나을수도 있어,항상 말을 기분 나쁘게 하는 언니와 또 다투었고 앞으로는 말을 자주 하지 않기로 했다
오늘 일직와  왕 오늘도 팀장한 잡힐뻔 배아파 서 살음 후우       미쳣나봐 싫다 진짜 나랑 부평 백순대 먹으려고함    ,오늘도 팀장이 나랑 부평 백순대를 먹으려고 하였는데 배가 아파서 붙잡히지 않았다
플랜b를 말해바 시험끝나면 붙어서 일다녀야지 아니 그다음 랜 b 떨어졌을때 dd  계쏙 서울에 잇게 그건 그때가서 생각,시험에 떨어진 후에도 서울에 계속 있을지 묻자 그건 그 때가서 생각한다고 한다
인터넷 사이트보면 외국인 친구 사귀는 사이트 많더라 아 근데 그런거 신빙성있냐 당연하지 나는 몇명 사귄적있어 아진짜 요즘엔 그런거 알바가 많아서 난 별루임 ,인터넷 사이트 보면 외국인 친구 사귀는 사이트가 많다고 하는 사람에게 그런 게 신빙성이 있냐고 묻자 자기는 몇 명 사귄 적 있다고 한다
야야야 너 예전에 그 그 배그 썸남듀스101 하던 애 혼계 뭐였는지 기억 나냐 썸남듀스 101  아 아 아 뭐더라 나 알아 뭔데요 뭔데요 뭘까요 분명 너한테 보냈던 거 같은데 검색에 안 나오네 이상하다,예전에 썸남듀스101을 하던 사람의 혼계를 찾아보고 있다
 아 자야되는데 잠 오는데 자기싫다 왱  몰라 뭔가 아쉬워 자기엔  그럴때있지 ,잠도 오고 자야 하는데 자기 싫고 아쉽다
이름이 오늘 그럼 철마가기전까지 일정은 몇시정도에 끝나노 모릅니다 네 왱 보고싶나 아니 오늘은 안볼꾸야 이름이 월요일부터 피곤한데 거기에 내까지 끼면 니 오늘 진짜 피곤하다  오늘은 꼬셔도 안넘어갈꺼니까 그런줄 알아 집에가서 씻고 쉬다가 바로 자 오 꼬셔볼까 쓸데 없는데 또 이길려고 하지말구  나는 바보라서 진짜 넘어간다,오늘 철마 가기 전까지 일정은 몇 시 정도에 끝나냐며 이에 대해 이야기하고 있다
만낫어 이름이 만났다요 이름이자고있나 빅마트 가서 대충 술사고 바로앞에 방잡아서 술마셔요 가게 들이 다 닫아서 이름 이름이 둘이 잠깐 야기하고 아 나는 편의점 들리러 나왔당 취나요 아니야 이름 이름 이 둘다 잠들었다 술먹고 흠 나는이제 우짜지 어디야 이름 여기 방학쪽이요 애들은 아직 계속자요 이름이는 잘곳이 있어 좁아보이던데 쇼파에서 자다가 자고 이따가 이름랑 집  같이가 침대에서 자고싶은데 침대자리가없다 이름이만 내일 출근이야 이름랑 같이집갈거같아요,만나서 빅마트에 가서 술사고 바로 앞에 방 잡아서 술 마시다가 다 잠들었는데 소파에서 자다가 침대에서 자고 싶은데 침대 자리가 없다
사람이 느니까 바빠지는구냥 응바빠 바쁘냥 힘내라냥 알겠따냥 오늘은 약속이없다냥,사람이 느니깐 바빠진다고 한다
하준맘 인스타에  하준아빠 하준이랑 놀아주다가 똥먹음  URL 대웃겨  헐 대박이다  짱웃기징  하준이 표정도 너무웃겨 하준이표정바 헥  아나개웃기네,하준 맘 인스타에 보니 하준 아빠가 하준이랑 놀아주다가 똥 먹었다고 한다
